MetricID,Page,Group,Metric,Classification,RealSource,Formula,Unit,TimeWindow,OrgScoped,Joins,DrillDownSource,AttributionDependency,Status,Category(A/B/C/D),PlausibleExternalSource,DuplicateOf,Notes,StatusNorm,CategoryNorm
FULF-0636,Fulfillment,Daily Wins panel,Commitments kept,DERIVED,Same query as 0633,"kept/rows.length * 100 where kept = count(yesterday_status==='done') — daily-wins-panel.tsx:153,315-318",% (given unit=count is wrong — rendered as a % string),Same range as 0633,Yes (same),None,Same win cards list,N/A,LIVE,A,N/A,None,Given unit=count should be %.,LIVE,A
FULF-0637,Fulfillment,Daily Wins panel,Avg energy,DERIVED,Same query as 0633,sum(energy_score)/count(rows with energy_score != null) — daily-wins-panel.tsx:149-152,score /10 (given unit=% is wrong),Same range as 0633,Yes (same),None,Same win cards list,N/A,LIVE,A,N/A,None,"Given unit=% is wrong — it's a 1-10 energy score average, not a percentage; UI flags red below 5 (daily-wins-panel.tsx:322).",LIVE,A
FULF-0638,Fulfillment,Daily Wins panel,Save-call triggers,ALERT,"Same query as 0633 (client-side, not persisted)","repeatBlockers: groups by (student_name + first 40 chars of blocker text), keeps groups with count>=3 within the selected range — daily-wins-panel.tsx:156-166",count (of triggered students),Same range as 0633,Yes (inherits query scope),None,Inline list of triggered students/blockers (no separate panel),N/A,LIVE,A,N/A,None,Purely a computed/ephemeral client-side alert (recomputed on every render from the fetched rows) — not written to any alerts table (consistent with the already-confirmed fact that public.alerts has zero writers app-wide).,LIVE,A
FULF-0639,Fulfillment,Daily Wins panel,AI coach read,DERIVED (AI),src/lib/daily-wins.functions.ts:39-57 analyzeDailyWinsFn → src/lib/daily-wins.server.ts:97-149 analyzeWins() — Lovable AI Gateway (gemini-2.5-flash) over the last N days of daily_wins,AI-generated markdown coaching summary (Momentum/Double down/Bottlenecks/Save-call radar) from real logged rows,text (markdown),User-selected range (days param),"Yes — .eq(""org_id"", mem.org_id) daily-wins.functions.ts:51",None beyond the range filter,None (prose only),N/A,LIVE,A,N/A,None,"Gracefully returns {insight:""AI is not configured.""} if LOVABLE_API_KEY is unset (daily-wins.server.ts:99) — more graceful than the Onboarding AI functions (FULF-0619/0620), which throw.",LIVE,A
FULF-0640,Fulfillment,Log a Daily W dialog,Win type,RAW,public.daily_wins.win_types text[] — written via submitDailyWinFn (src/lib/daily-wins.functions.ts:24-29) → insertDailyWin (daily-wins.server.ts:21-69),User-selected checkboxes (financial/mental/physical),text[] (categorical),At submission,"Yes — org_id passed explicitly in the form payload (daily-wins-panel.tsx:530), zod-validated org_id.uuid() (daily-wins.functions.ts:6)","clients (best-effort ilike full_name match, daily-wins.server.ts:25-31 — not a guaranteed FK)",Win card in the panel list,N/A,LIVE,A,N/A,None,"submitDailyWinFn has NO requireSupabaseAuth middleware — it's intentionally public (""students submit without an account""), so org scoping relies on the caller supplying a valid org_id rather than a session-derived one; RLS on daily_wins still applies at the DB layer.",LIVE,A
FULF-0641,Fulfillment,Log a Daily W dialog,Win description,RAW,Same insert as 0640 — win_description,Free-text (zod min 3 / max 2000 chars),text,At submission,Yes (same as 0640),Same best-effort client match,Win card,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0642,Fulfillment,Log a Daily W dialog,Amount,RAW,"Same insert as 0640 — financial_amount_cents, only when win_types includes financial (daily-wins.server.ts:22,43)",Parsed from the dialog's $ input,$,At submission,Yes (same as 0640),Same,Win card,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0643,Fulfillment,Log a Daily W dialog,Energy (1-10),RAW,Same insert — energy_score (zod int 1-10),Slider value,score /10,At submission,Yes (same as 0640),Same,Win card,N/A,LIVE,A,N/A,None,Given unit=count should be a 1-10 score.,LIVE,A
FULF-0644,Fulfillment,Log a Daily W dialog,Biggest blocker,RAW,Same insert — blocker,Free-text,text,At submission,Yes (same as 0640),Same,Win card,N/A,LIVE,A,N/A,None,Feeds the Save-call trigger detection (FULF-0638).,LIVE,A
FULF-0645,Fulfillment,Log a Daily W dialog,Tomorrow's #1 needle-mover,RAW,Same insert — tomorrow_needle_mover; also read back via lastNeedleMoverFn (daily-wins.functions.ts:32-37),Free-text,text,At submission,Yes (same as 0640),Same,Win card,N/A,LIVE,A,N/A,None,"Pre-fills the next day's form via lastNeedleMoverFn (public endpoint, ilike name match).",LIVE,A
FULF-0646,Fulfillment → Payments,This Range,Total collected,AGGREGATED,public.payments — src/routes/_authenticated.payments.tsx:570-572,"sum(amount_cents) where status='paid', over filteredRows (date-range + UI filters applied)",$ (given unit=count is wrong),Selected date range (payments.gte/.lte collected_at) — payments.tsx:270-271,"Yes — .eq(""org_id"", orgId!) payments.tsx:269","clients (for ledger row display only, not required for the sum)","MetricDetailPanel ""Collected payments"" — payments.tsx:660-670",N/A,LIVE,A,N/A,None,Real writers exist only via the 5 payment-processor webhooks (see FULF-0654 notes) — the payments table itself has no manual-entry UI anywhere in the app.,LIVE,A
FULF-0647,Fulfillment → Payments,This Range,Total contracted,AGGREGATED,public.clients.contract_value_cents — payments.tsx:573-581,sum(contract_value_cents) for every DISTINCT client with >=1 payment row inside the current filteredRows/date range,$,"Selected date range, but only via which clients have a payment in range — payments.tsx:578-581",Yes (inherits clients+payments scope),payments ⋈ clients (distinct client ids from filtered payments),"MetricDetailPanel ""Contracted clients in view"" — payments.tsx:671-684",N/A,LIVE,A,N/A,DuplicateOf FULF-0687 (Portfolio value) — see plan file /Users/aryanmahmoudi/.claude/plans/quirky-sleeping-bee.md finding #1,"This is the exact metric-conflict the plan file documented: this card is date-range-gated (only clients WITH a payment in range count), while FULF-0687 'Portfolio value' sums ALL clients unconditionally. Per the plan's fix (§A), the Portfolio card was renamed away from 'Contracted' specifically so the two can't be read as the same number — confirmed implemented (payments.tsx:996-1002 label='Total contracted' hint='X clients active in this range'; mentee-renewal-panel.tsx:1438-1440 label='value' not 'Contracted').",LIVE,A
FULF-0648,Fulfillment → Payments,This Range,Total outstanding,AGGREGATED,"public.clients (contract_value_cents, invested_to_date_cents) — payments.tsx:582-591","sum(max(0, contract_value_cents - invested_to_date_cents)) over ALL clients unconditionally",$ (given unit=count is wrong),"As of now — deliberately NOT scoped to the date range (comment payments.tsx:582-587, disclosed in UI hint 'not scoped to date range')","Yes — clients query .eq(""org_id"", orgId!) payments.tsx:235",None beyond clients,"MetricDetailPanel ""Outstanding balance"" — payments.tsx:685-707",N/A,LIVE,A,N/A,None,"Same formula as buildRecoveryQueue()'s outstanding calc and the renewal panel's cash-position chip, by design (comment payments.tsx:584-586) — can never disagree with those.",LIVE,A
FULF-0649,Fulfillment → Payments,This Range,Failed & at-risk,AGGREGATED,"src/lib/mentee-payments.ts:293-352 reconcileRecoveryQueue(clients, payments, payment_recovery_items) — payments.tsx:596-605",sum(amountCents) of the reconciled 'active' recovery rows (real-time bucket membership joined against any open payment_recovery_items row); scoped to the selected client if one is being viewed,$ (given unit=count is wrong),Live — explicitly NOT scoped to date range (hint text payments.tsx:1016),"Yes — clients+payments+recoveryItems all .eq(""org_id"", orgId!) (payments.tsx:235,269,438)",clients ⋈ payments ⋈ payment_recovery_items,"MetricDetailPanel ""Failed & at-risk payments"" — payments.tsx:708-717, and RecoveryQueuePanel below",N/A,LIVE,A,N/A,None,This is the single canonical 'who owes/at-risk' total per plan §G — both the ledger's stat card and the Recovery Queue panel below read the SAME reconciled result (confirmed: payments.tsx:596-605 feeds both). The two-disjoint-systems problem the plan documented has been fixed.,LIVE,A
FULF-0650,Fulfillment → Payments,Ledger columns,Client,DIMENSION,public.payments.client_id ⋈ clients.full_name — payments.tsx:1085-1096,Direct FK lookup via clientsById map,text,Per-row,Yes (inherits),payments ⋈ clients,Row links to /payments?client=id (self-filter),N/A,LIVE,A,N/A,None,"Row shows ""Unknown client"" honestly when client_id has no clients match (payments.tsx:1094-1096) — never fabricated.",LIVE,A
FULF-0651,Fulfillment → Payments,Ledger columns,Date,RAW,public.payments.collected_at — payments.tsx:1098-1100,Direct column,date,Per-row,Yes,None,N/A,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0652,Fulfillment → Payments,Ledger columns,Amount,RAW,public.payments.amount_cents — payments.tsx:1101-1103,Direct column,$,Per-row,Yes,None,N/A,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0653,Fulfillment → Payments,Ledger columns,Status,STATUS,public.payments.status — payments.tsx:1104-1119 (paid/failed/refunded/partial/other),"Direct column; colored badge, failure_reason shown as tooltip",text (enum),Per-row,Yes,None,N/A,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0654,Fulfillment → Payments,Ledger columns,Processor,DIMENSION,"public.payments.processor — payments.tsx:1120, src/lib/payments-ledger.ts:8-34 resolveProcessorLabel()",Direct column; 'Not logged' when null,text (enum: wise/paypal/fanbasis/whop/stripe/bank_transfer/other),Per-row,Yes,None,N/A,N/A,PARTIALLY CONNECTED,B,"Stripe/PayPal/Fanbasis/Wise/Whop — real webhook routes exist (src/routes/api/public/{stripe,paypal,fanbasis,wise,whop}.ts, e.g. stripe.ts:1-185 with real HMAC signature verification (createHmac/timingSafeEqual, stripe.ts:11-35) and a real payments insert incl. processor:'stripe' (stripe.ts:125-149)), connector_registry rows added in migration 20260920210000_payment_processor_connector_rows.sql, and a connection UI in src/components/connections-panel.tsx (webhookSecret fields lines 205-260). These are NOT stubs — real signature verification and real writes — but they are new/uncommitted work on this branch and require an org admin to actually connect a processor account before any payment row (and thus this column) is ever populated.",None,"These webhook routes (stripe.ts, paypal.ts, fanbasis.ts, wise.ts, whop.ts) and the connector_registry migration are currently UNCOMMITTED changes on this branch (git status) — not yet on main. There is also NO manual 'add payment' UI anywhere in the app (grep confirmed insert('payments') only happens in these 5 webhook handlers) — meaning until a processor is connected, the payments table (and the entire Payment Ledger group) stays empty.",PARTIALLY CONNECTED,B
FULF-0655,Fulfillment → Payments,Ledger columns,Type,DIMENSION,"public.payments.payment_type — payments.tsx:1121, payments-ledger.ts:36-50 resolvePaymentTypeLabel() (deposit/installment/pif/renewal/other)",Direct column; 'Not logged' when null,text (enum),Per-row,Yes,None,N/A,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0656,Fulfillment → Payments,Ledger columns,Tier,DIMENSION,"Resolved via leads.ticket_tier (by client.lead_id) or offer_tiers — payments.tsx:141-147,488-491,521-524","tierKey resolved from the lead's ticket_tier first, else devTierByOffer fallback (dev bypass only); 'Unknown' if neither resolves",text (enum),Per-row,"Yes — leads/offer_tiers both .eq(""org_id"", orgId!) payments.tsx:353-374",payments ⋈ clients ⋈ leads (ticket_tier) or offer_tiers,N/A,N/A,PARTIALLY CONNECTED,B,N/A,None,"Requires clients.lead_id to be populated AND that lead to carry a ticket_tier — for any client not linked to a lead (e.g. manually added mentees), this always renders 'Unknown.'",PARTIALLY CONNECTED,B
FULF-0657,Fulfillment → Payments,Ledger columns,Plan,DERIVED,src/lib/payments-ledger.ts:82-122 resolvePlanStructure() — reads client.payment_plan/installments_remaining/installment_amount_cents/contract_value_cents and (if linked) offer_payment_plans,"'Paid in Full' (payment_plan=false) / catalog plan label (offer_payment_plan_id links to a real offer_payment_plans row) / 'Custom (unlinked)' (payment_plan=true, no catalog link) — formatPlanStructure() for display","text (formatted, e.g. '$2,500 × 2')","Per-row (uses the row's client, not date-scoped)",Yes (clients+offer_payment_plans both org-scoped),payments ⋈ clients ⋈ offer_payment_plans,N/A,N/A,LIVE,A,N/A,None,Honestly labels an unlinked-but-on-a-plan client 'Custom (unlinked)' rather than silently guessing it matches a configured catalog plan (code comment payments-ledger.ts:85-86).,LIVE,A
FULF-0658,Fulfillment → Payments,Payment Operations — Recovery queue,Failed Payment Today (bucket),AGGREGATED,src/lib/mentee-payments.ts:164-239 buildRecoveryQueue() → reconcileRecoveryQueue() — payment_recovery_items status + payments.status='failed' with collected_at=today,Client has a payments row with status='failed' AND collected_at is today (daysBetween==0) — mentee-payments.ts:179-190,count,Live (today's date at read time),Yes (inherits reconciled scope),payments ⋈ clients ⋈ payment_recovery_items,RecoveryQueuePanel row list (filterable by bucket) — recovery-queue-panel.tsx:115-131,N/A,LIVE,A,N/A,None,"A client can appear in multiple buckets simultaneously (by design, code comment mentee-payments.ts:161-163).",LIVE,A
FULF-0659,Fulfillment → Payments,Payment Operations — Recovery queue,Retry Pending (bucket),AGGREGATED,Same source as 0658 — mentee-payments.ts:191-200,Client has ANY failed payment but not one from today,count,Live,Yes,Same joins,Same panel,N/A,PARTIALLY CONNECTED,B,N/A,None,"'Retry Pending' here means a logged human retry intent (payment_recovery_items.status='retry', set only by the manual 'Retry payment' action) — provider_execution_status stays 'unavailable' forever (no automated processor retry exists), matching the already-confirmed ground truth in the plan file.",PARTIALLY CONNECTED,B
FULF-0660,Fulfillment → Payments,Payment Operations — Recovery queue,Due Next 3 Days (bucket),AGGREGATED,Same source — mentee-payments.ts:201-210 (client.expected_next_payment_date within 0-3 days),"daysBetween(expected_next_payment_date) in [0,3]",count,Live,Yes,Same joins,Same panel,N/A,LIVE,A,N/A,None,None.,LIVE,A
FULF-0661,Fulfillment → Payments,Payment Operations — Recovery queue,Overdue 1-7/8-30/30+ (buckets),AGGREGATED,Same source — mentee-payments.ts:211-222,"daysBetween(expected_next_payment_date) negative, bucketed by abs(days) <=7 / <=30 / >30",count,Live,Yes,Same joins,Same panel,N/A,LIVE,A,N/A,None,These are 3 distinct buckets merged into one metric-list row.,LIVE,A
FULF-0662,Fulfillment → Payments,Payment Operations — Recovery queue,Promise-to-Pay Due Today (bucket),STATUS/ALERT,payments.tsx:894-905 — payment_recovery_items.next_action==='Log promise-to-pay' with next_action_at <= now,Reconciled row's recoveryItem.next_action check,count,Live,Yes,payment_recovery_items ⋈ clients,Payment notifications feed (payments.tsx:1159-1178) — NOT a distinct RecoveryQueuePanel bucket badge,N/A,PARTIALLY CONNECTED,B,N/A,None,"This is NOT one of buildRecoveryQueue()'s 8 real RecoveryBucketKey values (mentee-payments.ts:116-124 has no promise_to_pay_today key) — it only appears as a Payment Notifications card, computed inline in the route, not as a Recovery Queue filter bucket. The metric list's grouping conflates the two surfaces.",PARTIALLY CONNECTED,B
